Data;11 - Taxa de juros - Selic - % a.d.
01/12/2016;0,050788
02/12/2016;0,050788
05/12/2016;0,050788
06/12/2016;0,050788
07/12/2016;0,050788
08/12/2016;0,050788
09/12/2016;0,050788
12/12/2016;0,050788
13/12/2016;0,050788
14/12/2016;0,050788
15/12/2016;0,050788
16/12/2016;0,050788
19/12/2016;0,050788
20/12/2016;0,050788
21/12/2016;0,050788
22/12/2016;0,050788
23/12/2016;0,050788
26/12/2016;0,050788
27/12/2016;0,050788
28/12/2016;0,050788
29/12/2016;0,050788
30/12/2016;0,050788
Fonte;BCB-Demab
